Date,Open,High,Low,Close,Adj Close,Volume,Return
1994-06-08,46.265625,46.265625,45.78125,45.78125,27.898348,131900,-0.008157978
1994-06-09,45.984375,46.03125,45.890625,46.03125,28.050694,80500,0.005445898
1994-06-10,46.078125,46.203125,46.078125,46.109375,28.098305,83100,0.001695881
1994-06-13,46.046875,46.1875,46.03125,46.171875,28.136389,109700,0.001354467
1994-06-14,46.3125,46.546875,46.3125,46.53125,28.355392,161000,0.007753485
1994-06-15,46.546875,46.5625,46.3125,46.34375,28.241129,142800,-0.004037816
1994-06-16,46.34375,46.46875,46.296875,46.4375,28.298256,44000,0.002020787
1994-06-17,46.15625,46.203125,45.8125,45.875,28.140312,403800,-0.005597038
1994-06-20,45.546875,45.625,45.4375,45.484375,27.900692,137400,-0.008551648
1994-06-21,45.453125,45.453125,44.90625,45.09375,27.661079,139200,-0.008625157
1994-06-22,45.21875,45.421875,45.171875,45.265625,27.766504,279900,0.003804067
1994-06-23,45.34375,45.40625,44.9375,45,27.603563,922500,-0.005885544
1994-06-24,44.78125,44.78125,44,44.0625,27.028494,353800,-0.021053216
1994-06-27,44.234375,44.828125,44.015625,44.828125,27.498152,371200,0.01722716
1994-06-28,44.84375,44.84375,44.25,44.609375,27.363956,5382300,-0.004892129
1994-06-29,44.671875,45.015625,44.625,44.75,27.450226,311800,0.003147728
1994-06-30,44.828125,44.84375,44.3125,44.46875,27.277689,271900,-0.006305286
1994-07-01,44.6875,44.6875,44.375,44.5625,27.335197,406900,0.002106024
1994-07-05,44.65625,44.859375,44.515625,44.796875,27.478968,112000,0.005245773
1994-07-06,44.625,44.8125,44.46875,44.734375,27.440634,174800,-0.001396005
1994-07-07,44.734375,44.921875,44.6875,44.921875,27.555662,66700,0.004183124
1994-07-08,44.640625,44.984375,44.625,44.90625,27.546068,148400,-0.000348229
1994-07-11,44.9375,45.015625,44.53125,44.75,27.450226,124000,-0.003485402
1994-07-12,44.765625,44.828125,44.515625,44.8125,27.488546,257300,0.001395008
1994-07-13,44.828125,45.03125,44.828125,44.890625,27.536493,532700,0.001742734
1994-07-14,45.109375,45.46875,45.078125,45.375,27.833597,494200,0.010731673
1994-07-15,45.34375,45.484375,45.328125,45.390625,27.843191,49100,0.000344632
1994-07-18,45.390625,45.578125,45.390625,45.46875,27.891111,72300,0.001719588
1994-07-19,45.546875,45.5625,45.375,45.375,27.833597,609500,-0.00206422
1994-07-20,45.40625,45.40625,45.0625,45.171875,27.709,185300,-0.004486546
1994-07-21,45.171875,45.296875,45.078125,45.265625,27.766504,86300,0.002073132
1994-07-22,45.375,45.40625,45.25,45.34375,27.814432,151600,0.001724621
1994-07-25,45.359375,45.453125,45.3125,45.40625,27.852777,120900,0.001377651
1994-07-26,45.390625,45.421875,45.3125,45.359375,27.824018,489600,-0.00103307
1994-07-27,45.359375,45.359375,45.171875,45.359375,27.824018,83200,0
1994-07-28,45.359375,45.578125,45.359375,45.453125,27.881527,828200,0.00206475
1994-07-29,45.765625,46.046875,45.75,45.90625,28.159481,459100,0.009919746
1994-08-01,45.9375,46.15625,45.890625,46.125,28.293655,486300,0.004753474
1994-08-02,46.28125,46.375,46.03125,46.1875,28.332005,505500,0.00135451
1994-08-03,46.171875,46.234375,46.09375,46.203125,28.341597,144100,0.0003385
1994-08-04,46.171875,46.21875,45.921875,45.9375,28.178658,231700,-0.005765701
1994-08-05,45.703125,45.84375,45.65625,45.78125,28.082794,138400,-0.003407807
1994-08-08,45.828125,45.9375,45.78125,45.890625,28.149908,328600,0.002387011
1994-08-09,45.71875,45.96875,45.71875,45.96875,28.197819,105900,0.001700548
1994-08-10,46,46.1875,45.9375,46.140625,28.303234,840300,0.003731439
1994-08-11,46.03125,46.234375,45.734375,45.96875,28.197819,876200,-0.003731439
1994-08-12,46.046875,46.34375,46.046875,46.328125,28.418255,184100,0.007787086
1994-08-15,46.375,46.484375,46.3125,46.3125,28.408684,325900,-0.000336847
1994-08-16,46.34375,46.6875,46.15625,46.640625,28.609941,1089500,0.007059372
1994-08-17,46.703125,46.734375,46.578125,46.609375,28.590775,133700,-0.000670131
1994-08-18,46.453125,46.5625,46.40625,46.453125,28.494925,620000,-0.003358112
1994-08-19,46.46875,46.515625,46.3125,46.421875,28.475756,103200,-0.000672943
1994-08-22,46.4375,46.4375,46.28125,46.375,28.44702,79700,-0.001009649
1994-08-23,46.578125,46.859375,46.515625,46.640625,28.609941,268600,0.005710835
1994-08-24,46.6875,47.140625,46.671875,47.140625,28.916653,254700,0.010663413
1994-08-25,47.09375,47.203125,46.890625,47.015625,28.839979,147400,-0.002655073
1994-08-26,47.125,47.78125,47.125,47.6875,29.252104,339500,0.014188918
1994-08-29,47.8125,47.984375,47.640625,47.65625,29.232958,350300,-0.000654731
1994-08-30,47.640625,47.859375,47.578125,47.78125,29.309614,36000,0.002618814
1994-08-31,47.703125,47.890625,47.59375,47.65625,29.232958,356200,-0.002618814
1994-09-01,47.5,47.53125,47.328125,47.5,29.137106,294600,-0.003284289
1994-09-02,47.71875,47.71875,47.21875,47.296875,29.012506,99600,-0.004285504
1994-09-06,47.265625,47.359375,47.125,47.3125,29.022093,229800,0.000330389
1994-09-07,47.421875,47.421875,47.21875,47.265625,28.993332,27900,-0.000991495
1994-09-08,47.359375,47.5625,47.34375,47.5,29.137106,284800,0.00494661
1994-09-09,47.03125,47.125,46.8125,47,28.830408,488400,-0.010581819
1994-09-12,47,47.0625,46.78125,46.859375,28.744133,129400,-0.002996987
1994-09-13,46.953125,47.125,46.859375,47,28.830408,389200,0.002996987
1994-09-14,46.84375,47.109375,46.84375,47.046875,28.859159,423500,0.000996749
1994-09-15,47.171875,47.640625,47.171875,47.640625,29.22337,779800,0.012541319
1994-09-16,47,47.140625,46.84375,47.015625,29.015383,571300,-0.007142594
1994-09-19,47.125,47.328125,47.015625,47.0625,29.044329,167300,0.000997111
1994-09-20,46.8125,46.859375,46.171875,46.171875,28.494665,355600,-0.019106372
1994-09-21,46.3125,46.3125,45.734375,46.171875,28.494665,397500,0
1994-09-22,46.28125,46.28125,46.015625,46.0625,28.427181,266400,-0.002371112
1994-09-23,46.078125,46.171875,45.828125,45.90625,28.33075,176600,-0.003397978
1994-09-26,46.078125,46.171875,45.984375,46.140625,28.475374,223000,0.005091856
1994-09-27,46.140625,46.265625,46,46.109375,28.456099,479500,-0.00067713
1994-09-28,46.359375,46.53125,46.328125,46.46875,28.677893,324000,0.007764034
1994-09-29,46.46875,46.46875,46.09375,46.234375,28.533228,195900,-0.005057244
1994-09-30,46.21875,46.4375,46.171875,46.171875,28.494665,5200,-0.001352426
1994-10-03,46.203125,46.25,45.984375,46.0625,28.427181,72600,-0.002371112
1994-10-04,46.296875,46.296875,45.34375,45.375,28.002886,84200,-0.015038189
1994-10-05,45.296875,45.390625,45,45.390625,28.012537,461900,0.000344584
1994-10-06,45.421875,45.453125,45.171875,45.25,27.92573,345200,-0.003103674
1994-10-07,45.25,45.578125,45.203125,45.453125,28.051105,188700,0.004479539
1994-10-10,45.65625,46.015625,45.640625,45.9375,28.350039,213600,0.010600381
1994-10-11,46.140625,46.75,46.140625,46.625,28.774305,461400,0.014854396
1994-10-12,46.6875,46.75,46.578125,46.6875,28.812891,162400,0.00134009
1994-10-13,47.21875,47.328125,46.796875,46.84375,28.909323,1564500,0.003341247
1994-10-14,47,47.0625,46.6875,47.046875,29.034678,72800,0.00432677
1994-10-17,47,47.0625,46.90625,46.953125,28.976826,282300,-0.001994502
1994-10-18,46.90625,46.90625,46.6875,46.84375,28.909323,132100,-0.002332269
1994-10-19,46.671875,47.234375,46.65625,47.0625,29.044329,136700,0.004659111
1994-10-20,47.0625,47.0625,46.609375,46.75,28.851467,290300,-0.006662408
1994-10-21,46.625,46.6875,46.359375,46.5625,28.735737,87800,-0.004019301
1994-10-24,46.578125,46.765625,46.15625,46.171875,28.494665,149600,-0.008424663
1994-10-25,46.015625,46.3125,46,46.21875,28.5236,91800,0.001014938
1994-10-26,46.390625,46.4375,46.171875,46.390625,28.629679,201000,0.003712092
1994-10-27,46.5625,46.671875,46.453125,46.671875,28.80324,210300,0.006043974
1994-10-28,46.765625,47.703125,46.765625,47.65625,29.410759,192100,0.020872679
1994-10-31,47.546875,47.59375,47.46875,47.484375,29.304665,36300,-0.003613841
1994-11-01,47.28125,47.28125,46.9375,46.953125,28.976826,435200,-0.011250311
1994-11-02,46.8125,47.234375,46.6875,46.6875,28.812891,115600,-0.005673516
1994-11-03,46.84375,47.015625,46.78125,46.9375,28.96718,87000,0.005340574
1994-11-04,47.15625,47.15625,46.328125,46.328125,28.591103,124400,-0.013067879
1994-11-07,46.4375,46.59375,46.3125,46.46875,28.677893,115000,0.003030962
1994-11-08,46.625,46.984375,46.546875,46.828125,28.899681,308300,0.00770401
1994-11-09,47.328125,47.328125,46.5,46.90625,28.947906,318500,0.001667313
1994-11-10,46.9375,47.03125,46.546875,46.578125,28.745403,172100,-0.007020011
1994-11-11,46.515625,46.5625,46.28125,46.40625,28.639318,302200,-0.00369733
1994-11-14,46.609375,46.859375,46.609375,46.84375,28.909323,181400,0.009383609
1994-11-15,46.796875,47.09375,46.328125,46.6875,28.812891,316900,-0.003341247
1994-11-16,46.765625,46.84375,46.609375,46.84375,28.909323,106900,0.003341247
1994-11-17,46.875,46.875,46.34375,46.53125,28.716463,104700,-0.006693556
1994-11-18,46.546875,46.625,46.265625,46.46875,28.677893,269300,-0.001344035
1994-11-21,46.4375,46.578125,46,46,28.388603,283100,-0.010138785
1994-11-22,45.828125,46,45,45,27.771454,483600,-0.021979103
1994-11-23,45.03125,45.265625,44.609375,45.25,27.92573,601600,0.005539827
1994-11-25,45.28125,45.53125,45.28125,45.46875,28.060747,77300,0.00482321
1994-11-28,45.453125,45.6875,45.34375,45.671875,28.186108,79900,0.004457537
1994-11-29,45.65625,45.75,45.5,45.65625,28.176449,105500,-0.000342745
1994-11-30,45.890625,45.953125,45.59375,45.59375,28.13789,218800,-0.001369421
1994-12-01,45.640625,45.640625,45.046875,45.140625,27.85825,439000,-0.009987914
1994-12-02,45.046875,45.5625,45.046875,45.5625,28.118589,318500,0.009301736
1994-12-05,45.65625,45.8125,45.5,45.609375,28.14753,139200,0.001028719
1994-12-06,45.4375,45.65625,45.359375,45.640625,28.166811,249900,0.000684763
1994-12-07,45.359375,45.5,45.265625,45.3125,27.964304,531900,-0.00721553
1994-12-08,45.5,45.5625,44.75,44.875,27.694323,261500,-0.009701393
1994-12-09,44.875,45.078125,44.6875,45.046875,27.800381,235900,0.003822279
1994-12-12,44.953125,45.34375,44.953125,45.34375,27.983601,151100,0.006568934
1994-12-13,45.3125,45.53125,45.3125,45.515625,28.089682,70900,0.00378366
1994-12-14,45.453125,45.953125,45.453125,45.75,28.23432,203300,0.005135939
1994-12-15,45.8125,46.03125,45.8125,45.890625,28.321112,130100,0.003069274
1994-12-16,45.671875,45.84375,45.625,45.75,28.45944,266100,0.004872382
1994-12-19,45.75,45.84375,45.609375,45.8125,28.498316,1120200,0.001365082
1994-12-20,45.859375,45.890625,45.671875,45.671875,28.410841,675600,-0.0030742
1994-12-21,45.703125,46.265625,45.703125,46.15625,28.712147,544500,0.010549476
1994-12-22,46.15625,46.203125,45.96875,46.015625,28.624662,222000,-0.00305162
1994-12-23,45.984375,46.171875,45.984375,46.0625,28.653835,125800,0.001018637
1994-12-27,46.21875,46.40625,46.1875,46.3125,28.809349,95200,0.005412661
1994-12-28,46.359375,46.359375,45.96875,46.078125,28.663536,358200,-0.00507416
1994-12-29,46.25,46.25,46.0625,46.109375,28.682991,220100,0.000678507
1994-12-30,46.203125,46.25,45.5625,45.5625,28.342783,2209500,-0.011931869
1995-01-03,45.703125,45.84375,45.6875,45.78125,28.47887,324300,0.004789979
1995-01-04,45.984375,46,45.75,46,28.614958,351800,0.004767179
1995-01-05,46.03125,46.109375,45.953125,46,28.614958,89800,0
1995-01-06,46.09375,46.25,45.90625,46.046875,28.644098,448400,0.00101783
1995-01-09,46.03125,46.09375,46,46.09375,28.673267,36800,0.001017807
1995-01-10,46.203125,46.390625,46.140625,46.140625,28.702412,229800,0.001015936
1995-01-11,46.296875,46.296875,45.8125,46.171875,28.721857,222400,0.00067724
1995-01-12,46.125,46.21875,46.03125,46.1875,28.731592,40300,0.000338883
1995-01-13,46.4375,46.734375,46.375,46.734375,29.07177,170600,0.011770316
1995-01-16,46.71875,47.03125,46.71875,47.015625,29.246731,105100,0.006000207
1995-01-17,46.921875,47.0625,46.859375,47.03125,29.256454,89500,0.000332392
1995-01-18,47,47.078125,46.875,46.984375,29.227291,84500,-0.000997303
1995-01-19,46.828125,46.875,46.6875,46.71875,29.062063,139100,-0.005669249
1995-01-20,46.65625,46.671875,46.453125,46.546875,28.955135,78700,-0.003686084
1995-01-23,46.234375,46.6875,46.203125,46.6875,29.042622,53700,0.003016912
1995-01-24,46.671875,46.75,46.640625,46.75,29.081507,32400,0.001337999
1995-01-25,46.515625,47.046875,46.515625,46.875,29.159266,15700,0.002670261
1995-01-26,46.84375,46.984375,46.75,46.921875,29.188402,9800,0.000998703
1995-01-27,47.234375,47.234375,46.921875,47.109375,29.30505,91200,0.003988418
1995-01-30,47.015625,47.046875,46.84375,46.90625,29.178713,26600,-0.00432042
1995-01-31,47,47.171875,46.921875,47.09375,29.29533,127500,0.003988681
1995-02-01,47.15625,47.328125,47,47.078125,29.28562,380200,-0.000331507
1995-02-02,47.0625,47.359375,47.0625,47.359375,29.460558,131700,0.005955741
1995-02-03,47.65625,48.109375,47.578125,48.03125,29.878508,405100,0.014087074
1995-02-06,48.015625,48.375,47.96875,48.234375,30.004869,405400,0.004220243
1995-02-07,48.3125,48.3125,48.140625,48.296875,30.043751,702900,0.001295017
1995-02-08,48.234375,48.46875,48.203125,48.296875,30.043751,521500,0
1995-02-09,48.21875,48.296875,48.125,48.296875,30.043751,390700,0
1995-02-10,48.234375,48.359375,48.09375,48.359375,30.082632,148300,0.001293309
1995-02-13,48.328125,48.46875,48.328125,48.375,30.092354,79700,0.000323124
1995-02-14,48.53125,48.53125,48.25,48.4375,30.131247,170200,0.00129162
1995-02-15,48.4375,48.765625,48.390625,48.703125,30.296484,431500,0.005468927
1995-02-16,48.640625,48.6875,48.5,48.640625,30.257612,99300,-0.001283877
1995-02-17,48.59375,48.625,48.4375,48.453125,30.140949,49100,-0.00386311
1995-02-21,48.453125,48.53125,48.421875,48.4375,30.131247,168000,-0.000321939
1995-02-22,48.484375,48.796875,48.453125,48.796875,30.35478,386400,0.007391261
1995-02-23,48.984375,49.15625,48.859375,48.875,30.403387,402800,0.001600016
1995-02-24,48.9375,49.015625,48.8125,49,30.48114,307600,0.002554115
1995-02-27,48.859375,49,48.53125,48.609375,30.238146,280900,-0.008003892
1995-02-28,48.5625,49.015625,48.5625,49.015625,30.49085,493500,0.008322399
1995-03-01,48.96875,49.03125,48.65625,48.703125,30.296484,242600,-0.006394972
1995-03-02,48.6875,48.765625,48.546875,48.765625,30.33535,488600,0.001282033
1995-03-03,48.609375,48.78125,48.484375,48.78125,30.345072,290000,0.000320433
1995-03-06,48.453125,48.8125,48.390625,48.8125,30.3645,85700,0.000640031
1995-03-07,48.640625,48.75,48.21875,48.4375,30.131247,180900,-0.007711423
1995-03-08,48.515625,48.625,48.34375,48.5625,30.208998,155900,0.002577087
1995-03-09,48.546875,48.59375,48.421875,48.546875,30.199257,63500,-0.000322506
1995-03-10,48.59375,49.390625,48.53125,49.265625,30.646379,192100,0.014697194
1995-03-13,49.234375,49.390625,49.171875,49.21875,30.617222,261300,-0.000951854
1995-03-14,49.359375,49.640625,49.359375,49.578125,30.840776,223300,0.007275049
1995-03-15,49.5,49.578125,49.296875,49.484375,30.782459,278500,-0.001892696
1995-03-16,49.4375,49.8125,49.4375,49.78125,30.967133,20400,0.005981401
1995-03-17,49.4375,49.625,49.40625,49.5625,30.997929,89900,0.00099398
1995-03-20,49.625,49.625,49.46875,49.5625,30.997929,91700,0
1995-03-21,49.5625,49.875,49.359375,49.4375,30.919758,104400,-0.002524999
1995-03-22,49.53125,49.53125,49.328125,49.484375,30.949059,74900,0.000947198
1995-03-23,49.421875,49.65625,49.359375,49.515625,30.968607,220500,0.000631419
1995-03-24,49.671875,50.21875,49.671875,50.21875,31.408371,134000,0.014100436
1995-03-27,50.296875,50.421875,50.171875,50.421875,31.535414,132100,0.004036719
1995-03-28,50.296875,50.421875,50.234375,50.421875,31.535414,121900,0
1995-03-29,50.375,50.890625,50.125,50.40625,31.525661,246100,-0.000309319
1995-03-30,50.515625,50.515625,50.109375,50.3125,31.467005,298400,-0.001862313
1995-03-31,49.921875,50.171875,49.546875,50.109375,31.339956,541300,-0.004045704
1995-04-03,50.09375,50.234375,50.0625,50.234375,31.418133,193300,0.002491377
1995-04-04,50.25,50.5625,50.25,50.5625,31.623367,66900,0.006511099
1995-04-05,50.453125,50.609375,50.421875,50.5625,31.623367,107200,0
1995-04-06,50.6875,50.796875,50.59375,50.75,31.740633,352500,0.003701349
1995-04-07,50.859375,50.859375,50.46875,50.703125,31.711319,361400,-0.000923975
1995-04-10,50.625,50.796875,50.59375,50.796875,31.769938,285400,0.001846813
1995-04-11,50.921875,50.9375,50.59375,50.625,31.662458,250300,-0.003388808
1995-04-12,50.703125,50.796875,50.609375,50.796875,31.769938,150900,0.003388808
1995-04-13,50.890625,51.09375,50.859375,51.078125,31.945871,243400,0.005522443
1995-04-17,51.265625,51.3125,50.625,50.78125,31.760176,178900,-0.005829761
1995-04-18,50.828125,50.828125,50.484375,50.609375,31.652689,329500,-0.003390072
1995-04-19,50.609375,50.71875,50.296875,50.5625,31.623367,223000,-0.000926796
1995-04-20,50.703125,50.78125,50.4375,50.640625,31.67222,207900,0.001543647
1995-04-21,50.65625,50.90625,50.65625,50.890625,31.828581,145000,0.004924704
1995-04-24,50.859375,51.484375,50.859375,51.484375,32.199947,169000,0.011600147
1995-04-25,51.40625,51.484375,51.3125,51.34375,32.111984,293200,-0.002735513
1995-04-26,51.25,51.421875,51.125,51.390625,32.141296,204400,0.000912389
1995-04-27,51.3125,51.546875,51.28125,51.515625,32.219479,502200,0.002429524
1995-04-28,51.5,51.671875,51.171875,51.59375,32.268337,130800,0.001515263
1995-05-01,51.546875,51.65625,51.453125,51.453125,32.180393,518700,-0.002729117
1995-05-02,51.5,51.640625,51.390625,51.5625,32.248783,228400,0.002122952
1995-05-03,51.734375,52.28125,51.734375,52.28125,32.698353,724700,0.013844404
1995-05-04,52.34375,52.6875,52.125,52.25,32.67878,311400,-0.000598772
1995-05-05,52.46875,52.46875,52.078125,52.1875,32.639694,314900,-0.001196783
1995-05-08,52.140625,52.734375,52.09375,52.5625,32.874229,183100,0.007159883
1995-05-09,52.78125,52.84375,52.4375,52.515625,32.84491,180600,-0.000892252
1995-05-10,52.65625,52.671875,52.328125,52.578125,32.883999,330300,0.001189401
1995-05-11,52.65625,52.71875,52.484375,52.71875,32.971962,351700,0.002671377
